Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Lower middle income,LMC,"Population ages 65 and above, total",SP.POP.65UP.TO,86097943,88584064,91128664,93705591,96246997,98728190,101215480,103759260,106370113,109121422,112102960,115357876,118880768,122557448,126841771,131813251,137137958,142786736,148836274,155211590,161351717,166290655,171910699,179126335,..
Lower middle income,LMC,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.77493740040568,1.78346105683524,1.79202212427248,1.79933107709173,1.80261314010431,1.80285749547582,1.80136499304825,1.79855242214408,1.79712096337199,1.80172030131775,1.81562182722411,1.83788067283298,1.8669458710203,1.89906234645961,1.94629600601697,2.01247068665756,2.08367860135945,2.15821963198026,2.23972525650793,2.31616574693846,2.37737471087306,2.42455227506489,2.47200616031016,2.52494010137805,..
Lower middle income,LMC,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.56237467160999,1.56363425261809,1.56642242225016,1.56961739674598,1.57118171953087,1.57187087616741,1.57251741787113,1.57343202727364,1.5767708007231,1.58556129833736,1.601670303832,1.62447156153016,1.65234877929973,1.68290915789931,1.72892676803877,1.79319623468375,1.86182289206728,1.93377168397513,2.01196915792482,2.08465980128931,2.14019183598693,2.18178947991667,2.22669744882447,2.27676639858584,..
Lower middle income,LMC,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.25085236548346,1.26572164472744,1.28201340576485,1.29866823527278,1.31386318967914,1.32677266578494,1.33825173865605,1.34918787383873,1.35898011570905,1.36582459855963,1.37017849215143,1.37380426553127,1.37758407281118,1.38236192644786,1.39192160583989,1.40896455410315,1.43236819135168,1.46095936647857,1.49282214172894,1.53640396197734,1.59184731691215,1.6410427422497,1.69593274524794,1.76613055236556,..
Lower middle income,LMC,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1.07037667559081,1.07809016839765,1.08562014205665,1.09281225771624,1.09923272018692,1.10473239028888,1.11001256157891,1.11586715742866,1.12186675388934,1.12670451409119,1.13071061044721,1.13529685133411,1.14106248727024,1.14868453958416,1.16080201300187,1.1789978401626,1.20213133981604,1.22876162623263,1.25814737331947,1.29915546968569,1.34812252879118,1.38912659751948,1.4378869923042,1.50167049852297,..
Lower middle income,LMC,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.782570203516184,0.792637998497435,0.803416443962939,0.815082061371217,0.827491333175001,0.840827210606039,0.854914898953478,0.869471491682194,0.884254033481511,0.898261703117433,0.910731148873529,0.922767866187303,0.935276966266626,0.947083632166885,0.957099555307054,0.965400755951867,0.972698269638749,0.979612909798233,0.987432846970885,0.99829802385404,1.0125150122795,1.02221453211092,1.0374760643446,1.06405663592023,..
Lower middle income,LMC,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.62437892324136,0.632752908254406,0.6418666643389,0.651371722155338,0.660466174116046,0.669038530703578,0.677069979090516,0.684537482713206,0.691737842085038,0.698481673504836,0.704522522796072,0.710858150477577,0.71824388879219,0.725820357616739,0.733097943988431,0.740371826531614,0.747934879277465,0.756099093930886,0.765915635626492,0.778554049653433,0.79132541112671,0.798562010170446,0.81210396376825,0.836325444625017,..
Lower middle income,LMC,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.6272086323609,0.638338947970274,0.650153185486722,0.66242671655362,0.674487597371862,0.686664498734286,0.699040578425033,0.711595339009451,0.725127981098335,0.740204722798778,0.757180688663902,0.776533723618088,0.798175742214256,0.821089575307674,0.84483392543661,0.868490602058168,0.892013297853466,0.916047830800996,0.940453563069735,0.96313784985218,0.979287732980377,0.979570208099355,0.985287197978411,1.00644865970211,..
Lower middle income,LMC,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.424134973730098,0.431635143590643,0.439797711540841,0.448603663933743,0.457737761126043,0.467323550741157,0.477293255721958,0.487559031749073,0.498383596020363,0.509645775748172,0.521219887421525,0.533667770304455,0.547002243993443,0.560557786463548,0.574213598083864,0.587774920020244,0.601459925346755,0.615826381137013,0.630998341762012,0.645932797279037,0.6538395352811,0.649787485870265,0.653872566356445,0.671694567321814,..
Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,118.891810788387,121.290905221438,123.646909441445,125.97970789928,128.345324214958,130.653983608738,132.994719637144,135.386073654774,137.761766995628,140.148579937579,142.575135140699,145.009868670377,147.428401675761,149.819063300396,152.241842207341,154.550511596134,156.874864944194,159.183477893971,161.453178052141,163.689770956956,165.909995098312,168.02214746276,170.151178034747,..,..
Lower middle income,LMC,Population growth (annual %),SP.POP.GROW,2.04191388423349,2.01774334093645,1.9393615610618,1.88373174230594,1.86736305158183,1.81418214826947,1.79194640918978,1.79778011613199,1.75479443435289,1.73528581611426,1.7339143974328,1.70732611203599,1.66797677198404,1.61855813082292,1.61253042012213,1.53922126385417,1.50236593064004,1.47124680928927,1.42551001291842,1.38514977274764,1.35668708497975,1.27313350537143,1.23298271920245,1.26841432195783,..
Lower middle income,LMC,Population in largest city,EN.URB.LCTY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,17.6799536537014,17.6205219787317,17.5664779315194,17.5205665136868,17.4812670049534,17.4542976493807,17.4331040809864,17.4078983742567,17.4066195523529,17.4138632604072,17.3493312255023,17.3479326501598,17.3646366699774,17.3838901823553,17.4048691981999,17.4307958489359,17.4705374013005,17.5183258113834,17.5745536206701,17.6017986490738,17.6327518406124,17.6750443701353,17.7194152286479,17.7530417254311,17.7851791518822
Lower middle income,LMC,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,13.2071731449523,13.3353311971008,13.4422322455013,13.5547126465963,13.6732732480982,13.8031403963263,13.9404813351884,14.0773701220864,14.2287866410852,14.3874984087135,14.5244861728396,14.6894121369702,14.8653920248289,15.0491988142384,15.2428892757907,15.4467203116871,15.6621261643544,15.8879161084671,16.1272556931143,16.3450999667397,16.5699959527658,16.811151509001,17.058577129745,17.2988070353054,17.5394504259741
Lower middle income,LMC,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,4.34858729618858,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.15548004950905,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,56.2486291735707,..,54.9922244674305,..,53.5931181273846,..,51.8772574758999,..,50.4179152788052,..,48.9595912436757,..,47.4208879389493,..,45.9386686561888,..,44.6722148254038,..,44.0728622335766,..,45.4413954372009,..,..,..,..
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,1041651543,1062711068,1083529728,1104189875,1125053547,1145750685,1166656170,1188053453,1209316945,1230696305,1252363925,1274032095,1295534683,1316717104,1338221589,1359153404,1379910100,1400473709,1420656510,1440529766,1460290361,1479203733,1497903215,1517520363,..
Lower middle income,LMC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.0102215864972,49.0121435528004,49.0215922696316,49.0326650129433,49.0433205535974,49.0555922472597,49.0713335696195,49.0888267452546,49.1057025256239,49.1214387151171,49.1343227805031,49.1453641788147,49.1549264889163,49.1628958311705,49.1728912256164,49.1849642746534,49.1969876621578,49.2061835917762,49.2137669325795,49.2204310890986,49.2277500428356,49.2384661928897,49.2536295905339,49.2736807966371,..
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,1083724571,1105549681,1126781436,1147757622,1168945985,1189866178,1210813695,1232158093,1253364338,1274719537,1296493683,1318342825,1340080448,1361556990,1383240490,1404197997,1424956952,1445659859,1466048978,1486160916,1506106356,1524959174,1543300502,1562258417,..
Lower middle income,LMC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.9897784135028,50.9878564471996,50.9784077303684,50.9673349870567,50.9566794464026,50.9444077527403,50.9286664303805,50.9111732547454,50.8942974743761,50.8785612848828,50.865677219497,50.8546358211853,50.8450735110837,50.8371041688295,50.8271087743836,50.8150357253467,50.8030123378422,50.7938164082238,50.7862330674205,50.7795689109014,50.7722499571644,50.7615338071103,50.7463704094661,50.726319203363,..
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2125376113.5,2168260748.5,2210311164,2251947497,2293999532.5,2335616862.5,2377469865,2420211545.5,2462681283,2505415842,2548857608,2592374919.5,2635615131,2678274094,2721462078.5,2763351401.5,2804867051.5,2846133568.5,2886705487.5,2926690682,2966396716.5,3004162907,3041203716.5,3079778780,..
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,45.8,44.7,43.2,41.6,39.4,37,35.2,33.5,30.2,28.2,26.4,23.7,21.6,..,..,..,..,..,15.1,14.1,13,12.2,..
Lower middle income,LMC,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,..,..,69.1,68.2,66.9,65.7,63.9,62.1,60.6,58.7,55.5,53,50.9,47.9,45.4,..,..,..,..,..,35.5,33.5,31.2,29.1,..
Lower middle income,LMC,Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,..,..,92.1,91.9,91.5,91.1,90.6,90.1,89.6,88.8,87.4,86.4,85.5,84.3,83.4,..,..,..,..,..,79.9,78.9,77.6,76.1,..
Lower middle income,LMC,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,47.3,46.3,45,43.6,41.6,39.6,38.4,37.4,35.9,35,34.2,32.7,31.8,..,..,..,..,..,28.3,27.6,26.7,26,..
Lower middle income,LMC,"Preprimary education, duration (years)",SE.PRE.DURS,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,..
Lower middle income,LMC,"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Primary education, duration (years)",SE.PRM.DURS,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,..
Lower middle income,LMC,"Primary education, pupils",SE.PRM.ENRL,248370080,250295584,254852496,268793824,275231584,282697824,287161376,293012608,294798048,296895904,300744288,304985376,310920800,314391680,313073408,314984928,325753024,325767296,308799968,310542528,315063904,317378688,327991936,330102976,..
Lower middle income,LMC,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,45.38735,45.56138,45.71135,46.95272,46.97435,47.01425,47.12923,47.26141,47.62051,47.75505,47.85237,47.8872,48.03913,48.85592,48.81655,48.87967,49.28962,49.19697,49.13284,..,..,..,..,..,..
Lower middle income,LMC,"Primary education, teachers",SE.PRM.TCHR,6720626.5,6798729.5,6852425.5,7256842.5,7434174,7608783,7705391,7838708.5,8046563,8292565,8577532,9042215,9178394,9938754,10082507,10163386,10424337,10372696,10188121,10450456,10698751,10842831,10812613,11028907,..
Lower middle income,LMC,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,46.374080657959,46.7496490478516,46.9836692810059,50.1980781555176,50.9177513122559,50.8040504455566,50.9872207641602,50.8003883361816,51.2869186401367,51.8130187988281,52.4126815795898,53.2120399475098,54.0023803710938,54.3449516296387,55.0098114013672,55.5541496276855,56.0146293640137,56.7521896362305,57.5724716186523,58.5778388977051,59.2523384094238,59.2650909423828,59.4509086608887,59.8755187988281,..
Lower middle income,LMC,Primary school starting age (years),SE.PRM.AGES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.4281040660539,9.35240963855422,10.7972293901942,11.0888610763454,11.4918094285357,12.8439219609805,12.8398418190806,14.2058449809403,15.9107358262967,16.7850378787879,16.6941759019099,17.041095890411,17.6385002797985,18.3519206939281,19.9403446752099,20.1917716579329,20.3094378545642,20.2613023641643,20.0844772967265,20.0379666736975,21.8150276482706,22.2752930959618,23.0994481360514,23.1898791370157,23.3443318406788
Lower middle income,LMC,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Prosperity gap (average shortfall from a prosperity standard of $28/day),SI.SPR.PGAP,..,..,10.2,10,9.8,9.6,9.3,8.9,8.7,8.5,8.1,7.9,7.7,7.3,7.1,..,..,..,..,..,6.4,6.3,6.1,6,..
Lower middle income,LMC,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS,13.0166210583275,13.1032439718274,13.6468767748795,14.3406584660232,9.80023954999341,9.69543341370862,7.10150960059264,5.48250901622604,5.06817000577531,4.97687374055343,4.19739767881482,3.6660223056574,3.49205311286456,3.88876026286282,4.56553339092173,4.84170713629544,6.53280107804697,5.30030339992647,5.85017338000086,6.10179739752429,7.3548739154745,6.09216856938192,5.21618570043093,5.46524910331324,..
Lower middle income,LMC,Public and publicly guaranteed debt service (% of GNI),DT.TDS.DPPG.GN.ZS,2.92425969241855,2.79460100541637,3.06741464507788,3.41713258772654,2.55813269363938,2.42403467243511,1.91609758454001,1.66393896567638,1.59414837098086,1.25022945501399,1.09598115225364,1.04668788616734,0.971472485396528,1.07108646215153,1.19491934456525,1.12774242154304,1.45213304108125,1.26256413160118,1.47685836725775,1.52108685730685,1.64176612962206,1.50947041808443,1.44576283947325,1.52088508743255,..
Lower middle income,LMC,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Regulatory Quality: Number of Sources,RQ.NO.SRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Regulatory Quality: Standard Error,RQ.STD.ERR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Rule of Law: Number of Sources,RL.NO.SRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Rule of Law: Standard Error,RL.STD.ERR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Rural population,SP.RUR.TOTL,1468578102.5,1491098097.5,1511692921,1531528479,1551228651.5,1570099682.5,1588648796,1607350440.5,1625513016,1643388555,1661201896,1678457223.5,1695064936,1710279879,1725127343.5,1738907562.5,1752213962.5,1764862669.5,1776423880.5,1787017854,1796788964.5,1804643043,1811285585.5,1818095188,..
Lower middle income,LMC,Rural population (% of total population),SP.RUR.TOTL.ZS,69.0973279304595,68.7693164365075,68.3927650972024,68.0090669136905,67.6211406578305,67.2241971154625,66.8209857365818,66.4136340759975,66.005821803215,65.5934446767767,65.174370234981,64.7459289937869,64.3138262484455,63.85753735251,63.3897254687646,62.9274858434136,62.4704818607214,62.009130321992,61.538105753096,61.0593345364414,60.5714318549317,60.0714109008576,59.5581800129125,59.0333044783963,..
Lower middle income,LMC,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.63595351011922,1.53345572575702,1.38118501623264,1.31214201802827,1.28630794465299,1.2165215606192,1.18139718813681,1.17720446124329,1.12996985861716,1.09968599599328,1.08393970164894,1.03872548794635,0.989462958452322,0.897602367724275,0.868130689152551,0.798794306514324,0.765216063634199,0.721870003932253,0.655077088988193,0.596365181547668,0.546783037345079,0.437117472066944,0.36808068641416,0.375954104339655,..
Lower middle income,LMC,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,1.27093800009904,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.09507634748414,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,43.7190589904785,45.478099822998,46.5785484313965,48.2209014892578,49.4559707641602,50.7631301879883,51.6052894592285,53.0347709655762,54.8802108764648,55.0657081604004,57.6199188232422,59.7841682434082,61.2839813232422,62.3182792663574,64.4934005737305,64.8625793457031,65.7067337036133,64.89453125,65.9250564575195,66.31005859375,67.5279235839844,68.8005218505859,68.9406280517578,67.8971328735352,..
Lower middle income,LMC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,9.68025970458984,10.262619972229,10.5915803909302,10.8308095932007,11.2233600616455,11.4282102584839,12.0001602172852,13.0824298858643,14.2402601242065,15.0460195541382,16.3570194244385,18.9610404968262,19.7992095947266,19.9271297454834,21.0661201477051,21.9728603363037,22.1222991943359,22.2717704772949,22.5633201599121,23.317850112915,23.9892406463623,25.1254901885986,25.9336395263672,27.1525707244873,..
Lower middle income,LMC,Scientific and technical journal articles,IP.JRN.ARTC.SC,31987.5087621405,33975.8571157363,36505.621773026,40053.6886842754,43076.7968798984,49229.909317781,56185.7420684546,62759.6368233941,71341.7334782983,80583.4275618448,90559.0387092106,104485.54458901,113881.6,120941.19,132993.27,142279.95,159273.61,170670.93,195651.98,212973.6,239690.41,289343.96,325269.68,..,..
Lower middle income,LMC,"Secondary education, duration (years)",SE.SEC.DURS,7,6.5,6.5,6.5,6.5,6.5,6.5,6,6,6,6,7,7,6,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,..
Lower middle income,LMC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,45.8041538171315,46.7810990243562,46.8522406247711,46.6650886276029,46.7038988510196,46.9690509666506,47.0494430158616,47.2811394910132,47.7432004736555,48.49516692422,47.4080182932147,47.1298940921575,48.2001598826941,48.8599123043353,49.7474746086321,50.6365342288105,50.7030540332725,50.0504370924041,50.0045479774829,50.6690514380181,49.5655446488575,49.0019764476807,49.5697617581878,49.7483067341894,..
Lower middle income,LMC,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,3.42277141620335,6.97818736492464,5.89366715500643,5.48166744162899,8.49709565258534,7.72002895675696,7.2599486674051,7.89585488193036,6.85385849585811,6.92916487268829,6.64439973718245,5.22599218915465,6.60866709199284,6.53300339727738,7.1879818356325,6.33155808440546,5.62361789828304,4.96192028084531,5.65723549096577,5.44139350174162,-4.8872036811641,6.48172393107438,7.92090445007658,5.87903788176357,..
Lower middle income,LMC,"Services, value added (constant 2015 US$)",NV.SRV.TOTL.KD,960774962008.509,1027819639012.75,1088395907489.95,1148058151586.85,1245609750874.48,1341771184330.18,1439183083546.59,1552818891308.72,1659246900815.97,1774218854218.48,1892105047105.21,1990986309077.53,2122563966091.62,2261231142105.77,2423768025862,2577230306250.7,2722163891032.99,2857235493220,3018876033602.91,3183144957921.02,3027578180360.71,3223817439809.14,3479172938861.33,3683714833909.05,..
Lower middle income,LMC,"Services, value added (constant LCU)",NV.SRV.TOTL.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Services, value added (current LCU)",NV.SRV.TOTL.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Services, value added (current US$)",NV.SRV.TOTL.CD,543038228642.063,560492135550.958,592314147916.4,669308990628.135,770606395060.366,892895298409.088,1047532743316.71,1288419002812.4,1439198207469.65,1524318765945.97,1793273139439.71,1989388908797.88,2149888049862.09,2304890371743.99,2534929672268.38,2577230306250.7,2689295435808.58,2873585990075.44,2997332101624.77,3191497682971.34,3024644180190.11,3386948786064.89,3653983276174.84,3701029826629.72,..
Lower middle income,LMC,"Services, value added per worker (constant 2015 US$)",NV.SRV.EMPL.KD,4401.55686338707,4523.51860249343,4587.09759188511,4647.80865877615,4849.92444402706,5021.07107512289,5172.94478640946,5425.98219338799,5693.12985511294,5938.76476776101,6089.12568359196,6211.94175046572,6430.02307953026,6616.53104301164,6846.02093660957,7014.47098606801,7172.99842992991,7286.54815512386,7407.02434739321,7542.05311077821,7445.23690841805,7624.96494881755,7852.29105318134,7953.0565777704,..
Lower middle income,LMC,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),IQ.SPI.PIL5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,88.9827345821676,147.812814950663,99.9304375046148,82.5911744335726,82.1690007781068,84.3209739102942,73.3387598571402,53.4796614928664,117.462630337874,68.0483059669741,52.6897998531851,48.1478313656681,39.3773769155057,38.7161140304471,37.8156868764092,38.5844357452023,39.2628271984906,40.5354982782171,48.006914063152,46.3057892731816,60.4981675957804,60.1333788113632,49.8205652945598,..,..
Lower middle income,LMC,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,37.2421493530273,37.179931640625,37.2188491821289,37.4681091308594,38.9560585021973,38.8723487854004,38.7641716003418,38.7002601623535,38.7682914733887,38.6674003601074,38.376350402832,38.738109588623,38.7332382202148,38.8471794128418,38.901309967041,38.8844413757324,39.2245788574219,40.0424003601074,40.6799087524414,41.1557083129883,41.5569496154785,41.9327011108398,42.5959815979004,42.8642692565918,..
Lower middle income,LMC,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,5.02574641424376,4.36425036844101,4.28194745256744,4.5181424771716,5.43750832919927,6.74984298979604,7.24383967069711,7.41771640436015,9.84240451476308,5.47968763392095,6.71929729879987,8.21008244034895,7.03412618123173,5.97504532202531,4.86640902177784,2.86992144777249,2.63572966418891,3.34205014804175,3.77483041745162,3.18231026555387,2.42215543814358,4.14492116033684,..,..,..
Lower middle income,LMC,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,8.2475551135562,..,9.75046233914707,..,..,..,..,..,16.0001802444024,15.3173458097386,..,15.105049181527,13.1500423938494,..,..
Lower middle income,LMC,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..,..,..,..,..,16.8842407113343,..,17.8180795639844,..,..,..,..,..,24.6684071024886,21.6781306320179,..,21.3587354741958,17.9468302389316,..,..
Lower middle income,LMC,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..,..,..,..,..,5.98410059752759,..,7.35443470058912,..,..,..,..,..,13.3072327472037,12.7774457141038,..,12.6323582520503,11.1494309031761,..,..
Lower middle income,LMC,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..,3.24446993122133,..,4.21514316406318,..,..,..,..,..,6.17750297127463,5.9093691026179,..,5.69489633572641,3.9853192999082,..,..
Lower middle income,LMC,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..,..,..,..,..,..,5.35652301354746,..,6.70737475812028,..,..,..,..,..,4.83380476656727,7.64268527499938,..,5.91396129733696,4.37812114508174,..,..
Lower middle income,LMC,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..,..,..,..,..,..,2.98277639697566,..,3.71660767095288,..,..,..,..,..,6.50314986953333,5.70534774523301,..,5.82264452883337,4.10748637791659,..,..
Lower middle income,LMC,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..,..,..,..,..,6.95778059807876,..,7.50123998471917,..,..,..,..,..,11.6260930272383,11.2016201868084,..,10.6208971282084,8.02708838535748,..,..
Lower middle income,LMC,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,..,..,..,..,..,16.7123466846941,..,14.5042382451239,..,..,..,..,..,17.4410960766394,16.4525646398836,..,14.0684407346027,9.76064067509108,..,..
